1313 L* Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend,LRO4 Age (ka),LRO4 Depth (amcd),LRO4 d18O,LRO4 d18O Norm Detrend,Alkane Age (kyr),Alkane Depth (amcd),Alkanes (ng/g),Alkanol Age (kyr),  Alkanol Depth (amcd),Alkanol (ng/g),  SST Depth (amcd),SST Age (kyr),SST (°C),Color Age (ka),Red Norm,Green Norm,Blue Norm,Grey Norm
161.714,7.65,58.18,-1.2847,153,,4.623,-1.1384,177.8,8.58,189.06,803.95,39.1,129,14.3,320.13,14.1,153,0.962098395,0.707078969,0.945335283,0.815200143
162.857,7.70,58.15,-1.2909,154,,4.61,-1.1009,178.6,8.61,147.49,806.92,39.26,85,14.32,320.66,15.25,154,1.149959711,0.877488914,1.117855782,0.992830661
164,7.75,60.93,-0.7994,155,,4.538,-0.8894,179.13,8.63,189.85,808.78,39.36,40,14.34,321.2,15.83,155,1.2025675,0.94127915,1.178178442,1.052822601
165.143,7.80,61.11,-0.7684,156,,4.779,-1.6014,179.93,8.66,176.72,811.38,39.5,96,14.36,321.74,17.17,156,1.109882322,0.890361473,1.117814086,0.986297152
166.286,7.85,59.32,-1.0863,157,,4.741,-1.4902,180.46,8.68,157.69,816.96,39.8,67,14.38,322.27,16.37,157,1.08471089,0.872677817,1.043154153,0.960290212
167.429,7.90,63.80,-0.2938,158,,4.663,-1.2610,181,8.7,399.02,828.51,40.36,13,14.4,322.81,16.95,158,1.059768783,0.88702869,1.023926702,0.958613165
168.571,7.95,65.30,-0.0290,159,,4.687,-1.3327,181.53,8.72,250.29,840.3,40.79,21,14.42,323.34,16.77,159,0.792383658,0.647298957,0.735709917,0.70330768
169.714,8.00,68.80,0.5899,160,,4.686,-1.3307,182.06,8.74,164.96,857.59,41.41,5,14.44,323.88,17.23,160,0.221551071,0.114463937,0.138259612,0.149653831
170.857,8.05,69.92,0.7874,161,,4.652,-1.2313,182.6,8.76,148.66,867.35,41.76,21,14.46,324.42,17.31,161,-0.289888469,-0.388480933,-0.402435636,-0.362933124
172,8.10,67.82,0.4146,162,,4.634,-1.1791,183.13,8.78,321.98,871.53,41.91,70,14.48,324.95,16.57,162,-0.485510344,-0.608531396,-0.619450273,-0.577405315
173.143,8.15,65.21,-0.0485,163,,4.698,-1.3689,183.66,8.8,236.16,876.55,42.09,252,14.5,325.49,16.1,163,-0.587492172,-0.682074818,-0.691899425,-0.657257066
174.286,8.20,63.43,-0.3646,164,,4.682,-1.3226,184.73,8.84,245.97,879.18,42.2,238,14.52,326.02,17.31,164,-0.583812385,-0.684342462,-0.651391999,-0.65335848
175.429,8.25,61.97,-0.6241,165,,4.679,-1.3146,185.26,8.86,273.1,885.65,42.49,165,14.54,326.56,18,165,-0.381115494,-0.418113287,-0.430043133,-0.410125354
176.571,8.30,60.00,-0.9739,166,,4.497,-0.7785,185.8,8.88,223.65,886.99,42.55,148,14.56,327.1,16.55,166,-0.26508476,-0.251283601,-0.286016248,-0.262474023
177.714,8.35,59.02,-1.1483,167,,4.395,-0.4785,186.33,8.9,253.14,891.23,42.74,144,14.58,327.65,17.26,167,-0.585296487,-0.532618652,-0.576844168,-0.558146949
178.857,8.40,58.74,-1.1988,168,,4.482,-0.7361,186.86,8.92,187.11,896.8,42.99,74,14.6,328.21,17.19,168,-0.752651001,-0.712506925,-0.780577904,-0.736108231
180,8.45,59.98,-0.9801,169,,4.495,-0.7754,187.13,8.93,197.92,901.93,43.22,22,14.62,328.77,17.29,169,-0.782589704,-0.787353033,-0.882052178,-0.798852387
181.143,8.50,59.52,-1.0624,170,,4.503,-0.7999,187.66,8.95,324.75,903.94,43.31,29,14.64,329.33,17.59,170,-0.864372815,-0.884973659,-0.980061817,-0.892043361
182.286,8.55,60.32,-0.9216,171,,4.533,-0.8893,188.2,8.97,171.43,908.4,43.51,35,14.66,329.89,16.95,171,-0.732247321,-0.72103467,-0.81150875,-0.73841854
183.429,8.60,60.59,-0.8747,172,,4.457,-0.6660,188.73,8.99,396.76,912.64,43.7,22,14.68,330.44,17.4,172,-0.620732165,-0.661285483,-0.892728687,-0.678087199
184.571,8.65,59.14,-1.1324,173,,4.377,-0.4308,189.26,9.01,156.49,917.1,43.9,79,14.7,331,17.13,173,-0.598916028,-0.65826764,-0.880566701,-0.667481634
185.714,8.70,56.77,-1.5530,174,,4.279,-0.1426,190.97,9.07,79.42,920.67,44.06,232,14.72,331.56,16.73,174,-0.615310925,-0.659022659,-0.8338327,-0.667018875
186.857,8.75,57.37,-1.4476,175,,4.314,-0.2468,193.81,9.17,146.74,924.24,44.21,218,14.74,332.12,16.49,175,-0.611139371,-0.650009007,-0.791902974,-0.654977615
188,8.80,56.83,-1.5441,176,,4.406,-0.5192,196.37,9.26,64.28,928.7,44.37,140,14.76,332.67,14.93,176,-0.59685286,-0.645312546,-0.751376133,-0.64334723
189.525,8.85,56.72,-1.5648,177,,4.464,-0.6912,199.21,9.36,38.4,932.61,44.51,240,14.78,333.23,14.48,177,-0.550630566,-0.617334605,-0.674998657,-0.604773009
191.051,8.90,57.15,-1.4898,178,,4.437,-0.6125,202.2,9.46,60.3,937.35,44.68,44,14.8,333.79,13.27,178,-0.521570499,-0.617670647,-0.632495988,-0.59269985
192.576,8.95,58.11,-1.3210,179,,4.47,-0.7108,205.39,9.56,80.41,948.78,45.09,13,14.82,334.35,13.35,179,-0.631864228,-0.770535517,-0.772733956,-0.735468648
194.102,9.00,59.96,-0.9945,180,,4.405,-0.5199,208.59,9.66,26.76,959.37,45.47,8,14.84,334.9,12.01,180,-0.674436946,-0.823352338,-0.829767451,-0.78747269
195.627,9.05,63.90,-0.2979,181,,4.456,-0.6713,212.49,9.76,39.82,965.96,45.76,124,14.86,335.46,11.99,181,-0.856551129,-1.015209119,-0.962040388,-0.968877077
197.153,9.10,64.63,-0.1698,182,,4.483,-0.7519,217.19,9.87,66.54,972.08,46.06,113,14.88,336.02,11.67,182,-0.75670415,-0.90700998,-0.892601433,-0.868020325
198.678,9.15,63.73,-0.3304,183,,4.343,-0.3397,221.43,9.97,138.81,974.12,46.16,55,14.9,336.58,9.93,183,-0.687085771,-0.830020924,-0.832663037,-0.794301317
200.203,9.20,66.42,0.1448,184,,4.433,-0.6062,224.99,10.07,207.38,980.25,46.46,56,14.92,337.13,9.45,184,-0.512159925,-0.648819523,-0.654793197,-0.614070328
201.729,9.25,70.26,0.8237,185,,4.585,-1.0556,228.54,10.17,93.15,987.59,46.82,110,14.94,337.69,8.88,185,-0.321254435,-0.458055691,-0.454871636,-0.421729554
203.254,9.30,69.17,0.6295,186,,4.474,-0.7290,232.46,10.28,55.51,990.2,46.98,39,14.96,338.25,9.94,186,-0.302634542,-0.439302188,-0.40969381,-0.399369095
204.78,9.35,73.30,1.3597,187,,4.402,-0.5175,233.17,10.3,71.49,995.53,47.32,21,14.98,338.76,10.66,187,-0.437012339,-0.546632731,-0.489089149,-0.508695763
206.305,9.40,72.88,1.2841,188,,4.464,-0.7013,236,10.38,28.93,998.04,47.48,11,15,339.2,10.48,188,-0.631113578,-0.691895174,-0.583796477,-0.661383881
207.831,9.45,69.37,0.6613,189,,4.389,-0.4809,239.2,10.48,39.73,1004.46,47.88,94,15.02,339.65,11.94,189,-0.356433557,-0.412234026,-0.422573782,-0.393990533
209.356,9.50,70.42,0.8461,190,,4.282,-0.1661,241.12,10.54,110.51,1013.65,48.28,167,15.04,340.09,12.59,190,-0.204063379,-0.237979419,-0.315492412,-0.233484777
210.881,9.55,74.50,1.5675,191,,4.131,0.2785,242.4,10.58,75.8,1018.25,48.48,15,15.06,340.54,12.54,191,-0.186877764,-0.180226777,-0.268251457,-0.191117938
212.407,9.60,74.94,1.6442,192,,3.765,1.3576,244.32,10.64,96.24,1034.57,49.19,11,15.08,340.99,12.75,192,-0.037321457,-0.009594562,-0.085753897,-0.0279076
213.932,9.65,74.60,1.5828,193,,3.921,0.8963,245.49,10.68,120.7,1042.14,49.53,16,15.1,341.43,12.83,193,0.01059034,0.040695017,-0.01390989,0.023015392
215.458,9.70,73.68,1.4187,194,,3.842,1.1285,249.76,10.83,131.26,1052.36,50,55,15.12,341.88,13.33,194,-0.089244871,-0.080740663,-0.102262281,-0.08742526
216.983,9.75,72.62,1.2298,195,,3.905,0.9417,250.9,10.87,176.8,1059.31,50.32,72,15.14,342.33,12.58,195,0.256060948,0.286025507,0.286410916,0.276172645
218.508,9.80,68.84,0.5592,196,,3.823,1.1827,253.46,10.96,121.87,1062.57,50.47,32,15.16,342.77,13.89,196,0.466398032,0.508660806,0.525279,0.497550812
220.034,9.85,67.35,0.2941,197,,3.741,1.4238,256.3,11.06,83.46,1072.14,50.91,4,15.18,343.22,13.74,197,0.364864962,0.395802957,0.421249657,0.389352631
221.559,9.90,63.36,-0.4137,198,,3.823,1.1809,258.86,11.18,126.2,1081.26,51.33,6,15.2,343.66,14.23,198,0.203787987,0.236041611,0.245102062,0.226392362
223.085,9.95,58.17,-1.3340,199,,3.572,1.9206,262.51,11.39,75.11,1094.31,51.93,43,15.22,344.08,14.51,199,0.030356948,0.06973184,0.065593568,0.055156979
224.667,10.00,56.96,-1.5495,200,,3.53,2.0436,264.04,11.48,67.76,1098.71,52.13,114,15.24,344.5,14.3,200,-0.146439246,-0.09252655,-0.09356152,-0.11267372
226.333,10.05,60.59,-0.9080,201,,3.529,2.0457,265.41,11.56,98.93,1108.2,52.53,12,15.26,344.92,14.48,201,-0.339074813,-0.272532421,-0.264330058,-0.296632732
228,10.10,63.72,-0.3549,202,,3.626,1.7585,266.95,11.65,90.43,1117.69,52.93,20,15.28,345.33,13.48,202,-0.499243978,-0.429314176,-0.417232104,-0.454726746
229.667,10.15,64.90,-0.1472,203,,3.608,1.8107,268.82,11.76,82.53,1127.22,53.33,113,15.3,345.75,13.94,203,-0.561224723,-0.511462227,-0.514115485,-0.532192383
231.333,10.20,68.03,0.4058,204,,3.783,1.2934,270.53,11.86,118.33,1132.08,53.53,76,15.32,346.17,12.35,204,-0.6337247,-0.589404892,-0.5962553,-0.609326435
233,10.25,69.12,0.5975,205,,3.825,1.1686,271.21,11.9,181.76,1141.81,53.93,104,15.34,346.59,12.93,205,-0.693962448,-0.648602449,-0.647384552,-0.668438779
234.667,10.30,69.28,0.6246,206,,3.768,1.3358,271.55,11.92,208.85,1149.11,54.23,26,15.36,347.01,12.78,206,-0.698026566,-0.646416679,-0.606365184,-0.664056255
236.333,10.35,71.26,0.9740,207,,3.785,1.2848,272.24,11.96,149.32,1171,55.13,6,15.38,347.43,12.69,207,-0.648830427,-0.597800932,-0.575483532,-0.616925914
238,10.40,70.54,0.8452,208,,3.714,1.4934,272.92,12,160.55,1185.59,55.73,9,15.4,347.8,14.92,208,-0.586200164,-0.538101393,-0.552900134,-0.559987991
239.667,10.45,69.85,0.7217,209,,3.639,1.7137,273.6,12.04,238.59,1203.76,56.53,83,15.42,348.17,15.26,209,-0.572441951,-0.524091871,-0.549244501,-0.547069718
241.333,10.50,66.96,0.2085,210,,3.575,1.9017,273.94,12.06,155.95,1207.74,56.73,84,15.44,348.54,15.03,210,-0.577435728,-0.521662892,-0.525218892,-0.54364204
243,10.55,63.86,-0.3418,211,,3.6,1.8270,274.62,12.1,181.49,1215.69,57.13,71,15.46,348.91,15.77,211,-0.577693887,-0.509854649,-0.489390009,-0.531654694
244.667,10.60,58.38,-1.3136,212,,3.594,1.8438,275.99,12.18,252.54,1223.64,57.53,155,15.48,349.28,13.79,212,-0.466149251,-0.38121447,-0.449542199,-0.417456379
246.333,10.65,60.38,-0.9606,213,,3.672,1.6127,277.7,12.28,138.23,1231.98,57.95,8,15.5,349.66,14.57,213,-0.531991684,-0.452070226,-0.579966443,-0.493541438
248,10.70,60.92,-0.8663,214,,3.559,1.9452,279.4,12.38,60.5,1247.09,58.71,59,15.52,350.03,13.79,214,-0.711846014,-0.651700722,-0.815228876,-0.691816673
249.667,10.75,62.49,-0.5896,215,,3.543,1.9915,281.11,12.48,25.43,1252.53,58.99,98,15.54,350.4,13.72,215,-0.785670867,-0.739663536,-0.885658298,-0.774838615
251.333,10.80,61.50,-0.7662,216,,3.53,2.0289,282.82,12.58,19.59,1256.6,59.2,94,15.56,350.77,14.2,216,-0.773072482,-0.734414011,-0.892597858,-0.769212356
252.397,10.85,60.64,-0.9193,217,,3.484,2.1638,284.52,12.68,17.46,1260.86,59.42,118,15.58,351.14,14.04,217,-0.689331046,-0.652680993,-0.847278758,-0.690723598
253.059,10.90,61.34,-0.7958,218,,3.716,1.4783,286.23,12.78,21.09,1265.12,59.64,23,15.6,351.51,14.64,218,-0.714655126,-0.702939079,-0.88241792,-0.730591991
253.721,10.95,61.92,-0.6936,219,,3.898,0.9403,287.93,12.88,28.26,1276.93,60.25,14,15.62,351.89,14.57,219,-0.676152112,-0.676745063,-0.848608986,-0.699047513
254.382,11.00,62.36,-0.6162,220,,4.024,0.5676,289.64,12.98,40.27,1277.32,60.27,8,15.64,352.26,15.29,220,-0.571746326,-0.571612698,-0.743609741,-0.593767796
255.044,11.05,62.90,-0.5211,221,,4.234,-0.0530,291.35,13.08,85.28,1287.78,60.81,41,15.66,352.63,12.85,221,-0.471658035,-0.485111977,-0.679545985,-0.505291078
255.706,11.10,59.32,-1.1556,222,,4.377,-0.4758,293.05,13.18,100.07,1296.28,61.17,211,15.68,353,14.6,222,-0.340421511,-0.367292232,-0.538828633,-0.379517743
256.368,11.15,59.70,-1.0889,223,,4.441,-0.6656,294.91,13.28,93.07,1305.76,61.54,13,15.7,353.37,14.05,223,-0.169509686,-0.208942075,-0.299120886,-0.205718541
257.029,11.20,60.94,-0.8698,224,,4.387,-0.5072,295.34,13.3,51.35,1315.24,61.91,8,15.72,353.75,15.48,224,-0.058405584,-0.108145366,-0.186976683,-0.098309318
257.691,11.25,62.40,-0.6117,225,,4.285,-0.2071,297.47,13.4,66.42,1324.72,62.28,26,15.74,354.12,14.63,225,-0.053566361,-0.1078601,-0.169110086,-0.09374401
258.353,11.30,63.22,-0.4670,226,,4.238,-0.0694,299.6,13.5,37.75,1333.94,62.64,67,15.76,354.49,12.34,226,-0.250447504,-0.298190511,-0.3163459,-0.282822098
259.015,11.35,63.45,-0.4268,227,,4.226,-0.0349,301.74,13.6,38.93,1339.08,62.92,42,15.78,354.86,11.04,227,-0.095621786,-0.11624831,-0.143031773,-0.111308379
259.676,11.40,63.45,-0.4273,228,,4.056,0.4658,304.12,13.7,24.47,1344.94,63.3,23,15.8,355.23,11.95,228,0.234793715,0.251551133,0.190317031,0.240230935
260.338,11.45,64.73,-0.2011,229,,4.078,0.4000,306.78,13.8,89.9,1354.2,63.9,4,15.82,355.6,8.62,229,0.519288887,0.5615183,0.503425505,0.543307612
261,11.50,63.24,-0.4655,230,,4.249,-0.1055,309.45,13.9,24.82,1357.29,64.1,4,15.84,355.98,10.15,230,0.716214294,0.768156434,0.729397624,0.749735861
261.662,11.55,62.02,-0.6821,231,,4.257,-0.1300,312.11,14,23.6,1366.54,64.7,13,15.86,356.35,9.01,231,0.737737198,0.767826205,0.780835364,0.762577019
262.324,11.60,60.99,-0.8650,232,,4.172,0.1199,314.78,14.1,25.29,1369.63,64.9,31,15.88,356.72,11.14,232,0.771626506,0.798624583,0.821317878,0.795432457
262.985,11.65,61.11,-0.8443,233,,3.939,0.8065,317.45,14.2,40.22,1374.81,65.2,75,15.9,357.09,8.66,233,0.811689746,0.844963931,0.856330992,0.838280032
263.647,11.70,63.20,-0.4746,234,,3.877,0.9885,317.98,14.22,49.39,1379.98,65.47,45,15.92,357.46,7.98,234,0.816572695,0.862681157,0.827280197,0.846187232
264.309,11.75,63.15,-0.4840,235,,3.715,1.4656,318.52,14.24,49.1,1383.82,65.67,14,15.94,357.83,9.7,235,0.768801118,0.821823139,0.746750566,0.798420846
264.971,11.80,61.18,-0.8334,236,,3.657,1.6358,319.05,14.26,60.66,1391.49,66.07,5,15.96,358.21,9.6,236,0.615562369,0.663638731,0.563108669,0.639140103
265.632,11.85,60.89,-0.8853,237,,3.468,2.1926,319.59,14.28,54.93,1406.82,66.87,42,15.98,358.58,9.44,237,0.58665064,0.635672631,0.510316096,0.608255758
266.294,11.90,59.06,-1.2099,238,,3.512,2.0619,320.13,14.3,36.73,1410.66,67.07,98,16,358.95,10.55,238,0.619809222,0.672718069,0.522850097,0.641473364
266.956,11.95,59.22,-1.1821,239,,3.44,2.2734,320.66,14.32,25.51,1422.23,67.47,16,16.02,359.32,11.47,239,0.808239944,0.84397812,0.727939629,0.823799918
267.618,12.00,59.56,-1.1224,240,,3.443,2.2636,321.2,14.34,29.66,1440.82,68.07,5,16.04,359.69,13.54,240,0.962731701,0.971055058,0.889028199,0.964914742
268.279,12.05,61.66,-0.7510,241,,3.541,1.9735,321.74,14.36,14.94,1453.21,68.47,31,16.06,360.07,11.61,241,1.049243609,1.009633085,0.961982715,1.023482347
268.941,12.10,60.95,-0.8772,242,,3.678,1.5684,322.27,14.38,17.24,1462.41,68.87,71,16.08,360.44,12.27,242,1.058628497,1.004163905,0.972029453,1.024096928
269.603,12.15,59.83,-1.0761,243,,3.778,1.2724,322.81,14.4,12.97,1466.55,69.07,66,16.1,360.81,12.41,243,1.029507691,0.976704141,0.95066946,0.995778441
270.429,12.20,61.73,-0.7402,244,,4.054,0.4571,323.34,14.42,25.14,1470.69,69.27,25,16.12,361.18,12.28,244,1.023329612,0.97058723,0.929061034,0.988310749
271.5,12.25,67.12,0.2135,245,,4.166,0.1257,323.88,14.44,27.34,1483.11,69.87,4,16.14,361.55,12.57,245,0.984334697,0.939989277,0.885891607,0.953285111
272.571,12.30,70.82,0.8679,246,,4.379,-0.5038,324.42,14.46,18.47,1493.25,70.36,22,16.16,361.92,11.59,246,0.879607561,0.860355722,0.799535429,0.863060822
273.643,12.35,72.66,1.1930,247,,4.306,-0.2893,324.95,14.48,28.6,1501.03,70.76,32,16.18,362.3,12.25,247,0.752780673,0.766364449,0.694978094,0.755628359
274.714,12.40,72.19,1.1089,248,,4.381,-0.5115,325.49,14.5,25.9,1508.76,71.17,76,16.2,362.67,12.94,248,0.614920474,0.665205081,0.581333825,0.639604708
275.786,12.45,70.61,0.8283,249,,4.359,-0.4475,326.02,14.52,32.14,1512.53,71.37,29,16.22,363.04,13.17,249,0.363447163,0.406206174,0.325584982,0.382965208
276.857,12.50,72.09,1.0895,250,,4.499,-0.8615,326.56,14.54,32.18,1520.07,71.77,4,16.24,363.41,13.2,250,0.083958998,0.123703868,0.0418905,0.100620075
277.929,12.55,77.83,2.1053,251,,4.577,-1.0926,327.1,14.56,35.68,1531.38,72.37,31,16.26,363.78,12.72,251,-0.251643005,-0.205875819,-0.297779181,-0.233213515
279,12.60,77.62,2.0672,252,,4.626,-1.2381,327.65,14.58,30.72,1539.48,72.8,73,16.28,364.15,12.44,252,-0.65478312,-0.61028202,-0.680392966,-0.637017708
280.071,12.65,77.78,2.0947,253,,4.52,-0.9262,328.21,14.6,30.89,1544.43,73.08,60,16.29,364.34,12.79,253,-0.841516747,-0.795799899,-0.851838231,-0.823022039
281.143,12.70,79.38,2.3773,254,,4.573,-1.0836,328.77,14.62,19.64,1546.18,73.18,37,16.3,364.53,13.31,254,-0.302523449,-0.268097879,-0.438601447,-0.300488573
282.214,12.75,78.36,2.1958,255,,4.366,-0.4737,329.33,14.64,32.48,1554.6,73.66,20,16.31,364.71,13.36,255,0.294531928,0.205605745,-0.115451881,0.195434541
283.286,12.80,77.38,2.0214,256,,4.426,-0.6516,329.89,14.66,38.37,1564.42,74.22,3,16.32,364.9,13.56,256,0.659664992,0.616206208,0.357855175,0.601935157
284.357,12.85,77.32,2.0100,257,,4.55,-1.0184,330.44,14.68,28.23,1574.77,74.81,10,16.33,365.08,12.99,257,0.907820353,0.879419697,0.695670753,0.87127043
285.429,12.90,77.04,1.9595,258,,4.509,-0.8984,331,14.7,52.98,1585.38,75.71,23,16.34,365.27,12.65,258,0.738714114,0.755480442,0.593526232,0.734993128
286.5,12.95,76.53,1.8684,259,,4.52,-0.9318,331.56,14.72,78.55,1587.64,75.91,75,16.35,365.46,13.01,259,0.239163377,0.271590966,0.101015122,0.242231
287.571,13.00,74.50,1.5080,260,,4.465,-0.7704,332.12,14.74,76.09,1594.42,76.51,6,16.36,365.64,12.39,260,-0.526452565,-0.534715167,-0.578098614,-0.538635499
288.643,13.05,71.64,1.0007,261,,4.516,-0.9218,332.67,14.76,102.23,1602.56,77.23,11,16.37,365.83,12.76,261,-0.464513569,-0.412950024,-0.44835894,-0.438789318
289.714,13.10,70.41,0.7820,262,,4.452,-0.7339,333.23,14.78,130.63,1608.67,77.77,12,16.38,366.01,12.34,262,-0.246165948,-0.202261245,-0.241709883,-0.224447975
290.786,13.15,68.73,0.4837,263,,4.458,-0.7525,333.79,14.8,114.94,1616.92,78.5,12,16.39,366.2,12.92,263,-0.330563047,-0.281771046,-0.351185735,-0.309636967
291.857,13.20,70.90,0.8672,264,,4.419,-0.6383,334.35,14.82,125.12,1620.2,78.79,54,16.4,366.39,12.97,264,-0.561272063,-0.481046431,-0.533784528,-0.514883723
292.929,13.25,66.63,0.1101,265,,4.441,-0.7042,334.9,14.84,128.79,1623.25,79.06,14,16.41,366.57,13.46,265,-0.526967194,-0.476935364,-0.558815036,-0.506010051
294,13.30,66.67,0.1164,266,,4.502,-0.8851,335.46,14.86,209.8,1625.73,79.28,48,16.42,366.76,13.59,266,-0.398054271,-0.343003169,-0.425072679,-0.371474537
295.603,13.35,69.08,0.5419,267,,4.503,-0.8889,336.02,14.88,251.52,1628.16,79.49,18,16.44,367.13,13.27,267,-0.422995913,-0.338684443,-0.432627489,-0.377081394
297.205,13.40,69.71,0.6523,268,,4.329,-0.3764,336.58,14.9,220.18,1635,79.9,8,16.44,367.13,13.05,268,-0.640286546,-0.555873359,-0.68133339,-0.599789063
298.808,13.45,69.89,0.6829,269,,4.522,-0.9468,337.13,14.92,249.59,1641.85,80.31,6,16.46,367.5,13.46,269,-0.439413528,-0.371527581,-0.424842697,-0.400867476
300.41,13.50,73.01,1.2342,270,,4.512,-0.9182,337.69,14.94,172.21,1648.69,80.72,15,16.46,367.5,12.21,270,-0.340615997,-0.279557223,-0.363427677,-0.309692202
302.013,13.55,74.55,1.5057,271,,4.482,-0.8306,338.25,14.96,234.58,1666.63,81.3,97,16.48,367.87,14.32,271,-0.240910122,-0.163616532,-0.264906855,-0.199822745
303.615,13.60,73.98,1.4035,272,,4.456,-0.7548,338.76,14.98,225.69,1676.76,81.51,52,16.48,367.87,13.35,272,-0.083779093,-0.0075941,-0.116304363,-0.043853356
305.218,13.65,72.41,1.1242,273,,4.436,-0.6967,339.2,15,272.98,1692.67,81.84,25,16.5,368.24,14.41,273,-0.089283575,-0.033716229,-0.111298569,-0.060886608
306.82,13.70,76.18,1.7906,274,,4.382,-0.5383,339.65,15.02,123.92,1703.28,82.06,84,16.5,368.24,12.56,274,-0.235106984,-0.194140232,-0.220692125,-0.212132438
308.423,13.75,76.89,1.9151,275,,4.379,-0.5304,340.09,15.04,99.68,1707.65,82.18,157,16.52,368.62,13.75,275,-0.158759313,-0.114362179,-0.173236208,-0.136272134
310.026,13.80,73.39,1.2940,276,,4.303,-0.3071,340.54,15.06,80.33,1715.71,82.49,4,16.52,368.62,14.64,276,0.030864151,0.073860165,-0.035513158,0.048811228
311.628,13.85,73.88,1.3796,277,,4.442,-0.7181,340.99,15.08,125.56,1723.24,82.78,9,16.54,368.99,14.68,277,-0.09268246,-0.09365163,-0.193476004,-0.104671742
313.231,13.90,77.29,1.9823,278,,4.307,-0.3207,341.43,15.1,77.2,1746.11,83.66,68,16.54,368.99,14.21,278,-0.378173848,-0.513480744,-0.498642281,-0.474719684
314.833,13.95,77.73,2.0589,279,,4.233,-0.1033,341.88,15.12,69.75,1751.12,83.87,118,16.56,369.36,14.77,279,-0.190625779,-0.403941788,-0.329814054,-0.32985849
316.436,14.00,78.03,2.1108,280,,4.143,0.1614,342.33,15.14,163.35,1755.88,84.08,56,16.58,369.73,14.49,280,-0.234486902,-0.451089835,-0.332377787,-0.373255288
318.038,14.05,75.40,1.6438,281,,4.211,-0.0402,342.77,15.16,184.69,1765.86,84.52,12,16.6,370.1,14.87,281,-0.206746242,-0.433857233,-0.399244962,-0.358747829
319.641,14.10,76.28,1.7984,282,,3.982,0.6346,343.22,15.18,121.81,1779.48,85.12,8,16.62,370.47,15.57,282,-0.436898533,-0.652288526,-0.672796333,-0.59157911
321.244,14.15,75.09,1.5864,283,,3.875,0.9494,343.66,15.2,151.02,1789.24,85.55,28,16.64,370.85,15.8,283,-0.509678292,-0.706810642,-0.743518302,-0.65462974
322.846,14.20,72.91,1.1991,284,,3.859,0.9957,344.08,15.22,204.09,1791.96,85.67,55,16.66,371.22,14.71,284,-0.471130277,-0.638476164,-0.687046196,-0.596460584
324.449,14.25,72.27,1.0845,285,,3.841,1.0479,344.5,15.24,215.04,1801.94,86.15,17,16.68,371.59,16.18,285,-0.420442683,-0.582724992,-0.631707055,-0.542017737
326.051,14.30,75.42,1.6411,286,,3.823,1.1001,344.92,15.26,121.55,1814.17,86.75,7,16.7,371.96,15.39,286,-0.316086356,-0.491641866,-0.545916774,-0.446225615
327.654,14.35,79.62,2.3837,287,,3.889,0.9044,345.33,15.28,192.32,1830.46,87.55,5,16.72,372.33,16.2,287,-0.130646784,-0.324499351,-0.391308843,-0.272883619
329.256,14.40,79.76,2.4073,288,,4.02,0.5170,345.75,15.3,141.14,1842.69,88.15,5,16.74,372.7,14.9,288,-0.254449536,-0.447730238,-0.455791861,-0.389925217
330.859,14.45,79.77,2.4078,289,,4.063,0.3892,346.17,15.32,152.72,1854.91,88.75,6,16.76,373.08,16.26,289,-0.347546241,-0.535385804,-0.484542159,-0.47408978
332.462,14.50,78.76,2.2277,290,,4.098,0.2850,346.59,15.34,152.27,1886.19,89.69,46,16.79,373.63,16.03,290,0.300835172,0.087211764,0.065031199,0.15008434
334.064,14.55,79.42,2.3433,291,,4.112,0.2428,347.01,15.36,138.06,1898.71,90.02,105,16.81,374.01,16,291,0.565478349,0.354709019,0.344841656,0.420228354
335.667,14.60,78.19,2.1242,292,,4.266,-0.2126,347.43,15.38,132.1,1905.18,90.24,37,16.83,374.38,15.44,292,0.728973844,0.505263637,0.508853781,0.578424782
337.269,14.65,76.40,1.8060,293,,4.218,-0.0718,347.8,15.4,66.44,1923.54,90.9,9,16.85,374.75,15.72,293,0.887289079,0.658179082,0.672108697,0.735245689
338.872,14.70,72.07,1.0379,294,,4.332,-0.4092,348.17,15.42,64.33,1935.78,91.34,10,16.87,375.12,13.82,294,0.770235674,0.558942572,0.590838127,0.630222111
340.474,14.75,67.61,0.2468,295,,4.311,-0.3481,348.54,15.44,107.19,1958.85,92.16,35,16.89,375.49,14.16,295,0.682808886,0.534297299,0.551436401,0.585004979
342.077,14.80,62.58,-0.6453,296,,4.23,-0.1100,348.91,15.46,55.89,1964.83,92.37,57,16.93,376.24,14.7,296,0.796723254,0.693879053,0.711794199,0.731646041
343.68,14.85,56.46,-1.7304,297,,4.297,-0.3086,349.28,15.48,101.82,1982.49,92.99,5,16.95,376.61,14.17,297,1.216453028,1.133281705,1.175565078,1.169698917
344.75,14.90,55.31,-1.9349,298,,4.174,0.0534,349.66,15.5,123.56,1994.17,93.4,25,16.97,376.98,15.01,298,1.307542396,1.239701245,1.257614877,1.269217017
345.688,14.95,57.18,-1.6044,299,,4.228,-0.1069,350.03,15.52,120,2009.12,94.02,53,16.99,377.35,15.63,299,1.328998284,1.271010269,1.255189644,1.293866405
346.625,15.00,61.59,-0.8241,300,,4.018,0.5119,350.4,15.54,105.69,2027.19,94.99,5,17.01,377.72,15.81,300,1.414043236,1.347571726,1.311496706,1.3708103
